footprint_id,year,energy,area
13982436449707926619,2012,14864.622383876676,63815.34573899795
15025270193123529698,2012,9281.027577354344,35714.93603619506
10697018845780190507,2012,10625.597196854622,53174.87156142291
2044857372426649400,2012,10276.340889186044,33684.63103521958
15087366935045706865,2012,57165.795327073865,148828.67733813953
3877818867732765033,2012,15906.195653407529,66232.8709854235
15400819072157602521,2012,70356.77857389383,222049.0714332166
6418082737858433427,2012,18881.91668226531,67074.10882672637
15280778582139067540,2012,6924.496313085176,20767.844368676782
5615621619756688489,2012,47082.92994730927,108708.6464943004
11368283168856030790,2012,44150.37585256319,141602.67189401612
13443777903004929465,2012,18583.2311008458,76136.80914910024
13762685476972240882,2012,39881.75681829168,173706.1845613579
15658814096978466499,2012,32826.25845490891,90769.609528145
10628109048816587406,2012,10886.77626857482,49188.11954774756
12397557721288325292,2012,7138.968909881232,24627.783610029823
8842904660922080587,2012,58724.9312047952,167023.56952405727
6136462121195701103,2012,17044.994168086585,58318.1746393036
7170765072795403216,2012,14196.15648840147,64571.39141017661
11897283768000312249,2012,5513.330579523624,26184.46845474224
8137885404560492271,2012,3299.7005546393266,15303.560976969316
4746081535036278501,2012,69600.53206627023,242847.4809316326
14533790687550529885,2012,13577.281593725347,65377.97638402438
11482092364179852042,2012,21016.057474113568,30471.576287405125
13155132784212406306,2012,27511.934446331627,97344.64274101394
7501042546324322751,2012,7080027.504806192,151012.45830972047
1308530352372724027,2012,2533.571975915914,4306.338780553517
8155766122239051529,2012,3778.943251393015,4862.178206783787
1419071506133352594,2012,3526.117033247664,5984.72672544338
5189392469153945191,2012,77299.47378802866,217968.67306459555
6755913953978690860,2012,119057.64327257332,252937.1324519923
10857011213709766345,2012,72523.0619869665,225598.99293007184
9527382840069617587,2012,41550.805696185984,147913.3957023012
11886641612644829142,2012,37209.264477140816,99500.36696736314
9004166104540744660,2012,49211.47533299513,142818.7738644915
4039850575006113012,2012,48381.820760972885,138017.81882031605
18064806239690491155,2012,80798.97621567683,200556.2110387499
5596442797977150651,2012,14873.906052776509,150101.26441159804
9975621391658291016,2012,106081.7814578244,210921.32033928225
7682647596672139378,2012,40022.10550561409,137721.92235156402
3811451153386533140,2012,31696.845500342177,82538.02060591422
4752821052657181613,2012,25911.795102123546,77472.01293211569
18005289149226862849,2012,4844.03663856093,21385.65018255465
12657893684433537069,2012,19611.840727101888,101629.8925110787
4312552546148460080,2012,64920.48700586878,136174.24911045254
802644197724760913,2012,5912.306401541287,31640.390564758127
4317649121995499401,2012,7789.913529194263,35731.19408392869
6522526561535369067,2012,22595.35770772203,110561.22780776484
11296213641790299865,2012,4673.566108939065,12263.213147650944
9661942912414319387,2012,4738.614847225369,27133.38102360669
3906546634952052469,2012,5944.361218840698,26700.35953511274
5738714902093402868,2012,25003.13717669026,101983.20311411293
11730661847372878816,2012,38312.25316557054,78197.40057042522
9856131739084330219,2012,5010.833666345364,14475.886992632782
837223857357287505,2012,8937.669391448158,35721.2534490287
7279925633390831172,2012,20451.02545162396,75733.33085591655
14175957078332706544,2012,62319.45739479161,88141.56578935144
5655386702081770381,2012,14438.22063393452,72246.8621967874
15773308731089801888,2012,26118.25373100725,119248.50658218676
15061909830672745806,2012,18753.717094267668,71481.619115748
15844075575015431287,2012,6311.1080800839545,34712.32545824469
16671457419448798989,2012,28632.81232049852,133497.15251906836
3643102333283576852,2012,8828.266315937672,49058.42677839816
3488199169138304940,2012,16756.225861341896,47460.30713774747
9406563684903995068,2012,78764.84368437671,171173.45943384833
7016349140733652530,2012,3738.143596618765,5599.64325198116
3711600615724858794,2012,10200.45434081244,43523.16539544217
10857011213709766345,2012,32351.59623529264,103357.7978242087
8541187821197433191,2012,8214.599090211455,27185.964195133736
13342480812607999821,2012,4066.093980225235,22042.010795343696
2341847612580938944,2012,18755.535906592635,49035.66551157109
11079299842136624135,2012,4136.983641786432,23808.47090738487
132028263670440227,2012,38002.57469675123,100717.21216287775
17864518138545770064,2012,16629.39405816923,39935.89684036456
1914591150166063544,2012,6376.496641232753,30556.76845752933
10322851645139146014,2012,11874.075876081664,38117.68968496549
