,id,amplitude,bias,xbias
0,15694550116658875118,18.36207510495807,20.133391183489564,-0.057401427763391695
1,2870189493694989714,17.868846579744854,21.436863602801704,-0.0774445417688165
2,15000060415568634295,18.76366106289161,22.5049061410336,-0.5364502009629698
3,5096121962873423096,18.377178358367548,22.29366011263289,-0.5884965762028455
4,18024117210968761415,18.246963550241492,20.334240122907143,-0.08320951632407717
5,11609017137386688904,18.8457015417151,21.644184128352652,-0.5776660611316253
6,17045930232923468665,18.377773900679397,21.51719209094481,-0.6336825408709105
7,16512839007394882776,16.58782963834702,20.017668316575083,-0.5981316185632277
8,6012503151513226263,17.18448296409703,20.28470146759179,-0.6264119480483691
9,3022175633838433031,17.176076643549234,17.974279216839907,-0.5813860290777225
10,16745908286563214692,15.483273071431087,23.830604018599193,-0.21680179296144675
11,5667444895325659924,16.481821576271912,20.892939135569414,-0.08960417333839513
12,793079537668283296,17.930758157967144,23.030425493379262,-0.6042384535293972
13,13781972667084708162,19.000418340386883,22.387165889173488,-0.6016027009163453
14,1160644812620331138,16.6542459582836,22.80795992552971,-0.6462363423059704
15,10294781838082764164,18.373599818477413,19.844382059691142,-0.620538102698937
16,4476426692952141643,17.840611406326193,19.73675882275323,-0.5623545032366349
17,106689914863269781,18.497242420383103,22.346799940234224,-0.5896261353260772
18,9229890800906344651,18.717590590145193,21.713373873664523,-0.5754317834335356
19,12817482136453163858,18.9084893039859,22.996487364571397,-0.056697380035053535
20,1443503005667228731,19.518410002167375,22.217499043501824,-0.04543176716765732
21,15555618597690552804,17.959253653346682,21.860346568307122,-0.5873400916175119
22,5200301585315897287,18.376802681484605,22.070301484898696,-0.5805929863175553
23,15178457399350090133,18.95853070576231,22.641041383532723,-0.591575376498514
24,11384789878396359372,18.186369464580427,20.079488228891687,-0.12088228035357473
25,11345486273373155095,17.651842125132166,19.807783432680832,-0.0751681397754377
26,10279273790319638093,18.277931327724872,24.050696789956646,-0.10166649516614994
27,12576304796591557920,18.202571165063095,19.60529980214205,-0.6248002014372676
28,799549550639868843,17.341431826488826,21.755374622649146,-0.5748996234928045
29,2225806009272084536,16.711086400209105,23.025649331747854,-0.6871018413878404
30,7899372322859829502,19.39929397434156,21.597247752289118,-0.5660029069897033
31,11872662245552945951,18.158753580383674,20.055573138940563,-0.04980965483242616
32,14845025662901959641,18.007322426839586,22.361588953856295,-0.5682837968431574
33,17749736009056795579,17.654462599519935,20.65104565671325,-0.6111003632601185
34,15642321420329579792,16.63882800261385,20.149901953891035,-0.08019781141376026
35,7473296431159647745,18.423599779497273,22.614929678403747,-0.6000876235912838
36,14744477376643537528,17.754553355210046,20.485077734512178,-0.12349369383797519
37,1260418538402651820,18.646688415463633,19.942260104441555,-0.579586096786883
38,6214072390497833671,17.936347320640053,23.43433192233172,-0.11139485660514782
39,3182789177856894696,19.09948614872139,22.04300095543607,-0.5659547247579096
40,11033490561262528989,17.908106358192473,20.983348108758417,-0.5718899608789713
41,15543747117002238654,19.88624328106175,21.451504041171578,-0.5511446734642915
